,ElectDist,Reported %,Nicola (Democratic),Jeremy (Democratic),Chris (Republican >:) ),WRITE-IN,AD,ED
3002,70018,0.15751686289037492,74.0,27.0,35.0,0.0,70,18
3003,70019,0.4618876414498524,97.0,19.0,7.0,5.0,70,19
3004,70020,0.3108741490306014,29.0,5.0,22.0,4.0,70,20
3005,70021,0.7816515081724806,59.0,8.0,25.0,2.0,70,21
3006,70022,0.7625563401868191,78.0,40.0,48.0,1.0,70,22
3007,70023,0.7438796213993699,91.0,40.0,11.0,4.0,70,23
3008,70024,0.054295472591687655,34.0,15.0,43.0,2.0,70,24
3009,70025,0.8540413839093319,72.0,31.0,14.0,2.0,70,25
3010,70026,0.714639492228799,70.0,21.0,12.0,3.0,70,26
3011,70027,0.8193567801198195,79.0,7.0,11.0,2.0,70,27
3012,70028,0.8373866416774719,81.0,4.0,1.0,2.0,70,28
3013,70029,0.03175850820306092,59.0,39.0,38.0,2.0,70,29
3014,70030,0.10264621898243032,85.0,39.0,11.0,3.0,70,30
3015,70031,0.9510461291839954,74.0,34.0,54.0,0.0,70,31
3016,70032,0.7231163507320147,44.0,21.0,17.0,1.0,70,32
3017,70033,0.9279934411090296,19.0,52.0,3.0,4.0,70,33
3018,70034,0.9991176164677141,27.0,31.0,6.0,4.0,70,34
3019,70035,0.10342664668779833,40.0,24.0,13.0,4.0,70,35
3020,70036,0.40327062776498235,35.0,55.0,36.0,5.0,70,36
3021,70037,0.09003563050441798,2.0,50.0,43.0,1.0,70,37
3022,70038,0.2501208642092406,6.0,24.0,3.0,5.0,70,38
3023,70039,0.463374936034316,15.0,42.0,36.0,3.0,70,39
3024,70040,0.1002410752088142,79.0,69.0,35.0,2.0,70,40
3025,70041,0.8409753089773463,5.0,7.0,16.0,0.0,70,41
3026,70042,0.9118926313992818,57.0,50.0,29.0,5.0,70,42
3027,70043,0.33760418203633646,55.0,29.0,17.0,4.0,70,43
3028,70044,0.8567677603772433,15.0,70.0,7.0,4.0,70,44
3029,70045,0.9392808134720176,40.0,26.0,19.0,0.0,70,45
3030,70046,0.9617509449870004,78.0,44.0,35.0,1.0,70,46
3031,70047,0.024487457209990238,72.0,30.0,2.0,2.0,70,47
3032,70048,0.438676880411621,7.0,64.0,56.0,3.0,70,48
3033,70049,0.07586903554480628,73.0,58.0,21.0,1.0,70,49
3034,70050,0.9959071720962411,53.0,62.0,9.0,1.0,70,50
3035,70051,0.46859230084516057,79.0,72.0,28.0,0.0,70,51
3036,70052,0.6884140365204955,18.0,43.0,44.0,1.0,70,52
3037,70053,0.7281751288361162,41.0,57.0,41.0,4.0,70,53
3038,70054,0.2084757198928554,13.0,8.0,27.0,1.0,70,54
3039,70055,0.7883000270397343,85.0,1.0,49.0,3.0,70,55
3040,70056,0.8237682135410979,7.0,32.0,58.0,2.0,70,56
3041,70057,0.6882911315921546,92.0,52.0,6.0,2.0,70,57
3042,70058,0.35040397185780014,90.0,23.0,29.0,5.0,70,58
3043,70059,0.36371614794321994,30.0,65.0,4.0,2.0,70,59
3044,70060,0.8388166610267601,55.0,70.0,18.0,4.0,70,60
3045,70061,0.19355535323616413,22.0,18.0,1.0,4.0,70,61
3046,70062,0.6260418831635006,13.0,18.0,45.0,0.0,70,62
3047,70063,0.5250856114030487,78.0,48.0,49.0,0.0,70,63
3048,70064,0.6940208655728362,43.0,77.0,18.0,2.0,70,64
3049,70065,0.34672729316917983,92.0,16.0,14.0,0.0,70,65
3050,70066,0.26547123232997016,100.0,46.0,32.0,2.0,70,66
3051,70067,0.1652984656071912,28.0,43.0,50.0,0.0,70,67
3052,70068,0.29906788054744593,45.0,4.0,1.0,4.0,70,68
3053,70069,0.3221806165614818,94.0,4.0,52.0,3.0,70,69
3054,70070,0.8091942991847532,85.0,36.0,32.0,5.0,70,70
3055,70071,0.12257645271853246,65.0,75.0,42.0,2.0,70,71
3056,71001,0.9886464465250341,93.0,55.0,6.0,2.0,71,1
3057,71002,0.13736764780221034,78.0,34.0,56.0,1.0,71,2
3058,71003,0.9209529800855605,9.0,59.0,56.0,1.0,71,3
3059,71004,0.04149659056783184,92.0,39.0,56.0,0.0,71,4
3060,71005,0.7264091120132933,64.0,2.0,18.0,5.0,71,5
3061,71006,0.4012112898108924,19.0,53.0,19.0,1.0,71,6
3062,71007,0.34429671723078403,82.0,42.0,29.0,1.0,71,7
3063,71008,0.8908469684535253,20.0,27.0,54.0,2.0,71,8
3064,71009,0.6455256299644659,4.0,12.0,28.0,4.0,71,9
3065,71010,0.7266696231384385,27.0,21.0,15.0,2.0,71,10
3066,71011,0.2271320349923407,55.0,11.0,18.0,3.0,71,11
3067,71012,0.586255330769281,100.0,41.0,42.0,4.0,71,12
3068,71013,0.1599331622300676,84.0,63.0,35.0,2.0,71,13
3069,71014,0.9092484557371528,31.0,18.0,44.0,2.0,71,14
3070,71015,0.8540472201418329,35.0,26.0,26.0,0.0,71,15
3071,71016,0.5005831470930527,99.0,11.0,5.0,2.0,71,16
3072,71017,0.3541926591873261,53.0,52.0,45.0,0.0,71,17
3073,71018,0.10572878623185722,99.0,31.0,2.0,2.0,71,18
3074,71019,0.12760312857204692,73.0,60.0,37.0,1.0,71,19
3075,71020,0.2542686918919319,55.0,67.0,48.0,3.0,71,20
3076,71021,0.4649690569826591,59.0,33.0,23.0,3.0,71,21
3077,71022,0.7309566087253361,92.0,70.0,43.0,4.0,71,22
3078,71023,0.4775466281856422,29.0,73.0,6.0,5.0,71,23
3079,71024,0.5318025189790737,38.0,17.0,47.0,2.0,71,24
3080,71025,0.5402708002478749,34.0,49.0,56.0,3.0,71,25
3081,71026,0.003529166438979159,93.0,26.0,38.0,1.0,71,26
3082,71027,0.14524990264816995,55.0,39.0,26.0,3.0,71,27
3083,71028,0.485210648327563,84.0,57.0,46.0,3.0,71,28
3084,71029,0.8110764555839223,79.0,26.0,37.0,5.0,71,29
3085,71030,0.5912094069263909,15.0,19.0,32.0,4.0,71,30
3086,71031,0.8231211336423087,83.0,79.0,59.0,0.0,71,31
3087,71032,0.4761140166282999,59.0,9.0,13.0,3.0,71,32
3088,71033,0.5548717684143223,82.0,59.0,18.0,4.0,71,33
3089,71034,0.640429162245129,87.0,11.0,58.0,4.0,71,34
3090,71035,0.9876231794450858,87.0,45.0,37.0,3.0,71,35
3091,71036,0.50116553525344,96.0,51.0,42.0,1.0,71,36
3092,71037,0.8187491573162451,31.0,9.0,36.0,0.0,71,37
3093,71038,0.9937286210473594,84.0,4.0,11.0,0.0,71,38
3094,71039,0.8730669361054779,43.0,7.0,34.0,3.0,71,39
3095,71040,0.7221108208531007,93.0,79.0,16.0,1.0,71,40
3096,71041,0.2756541442585504,59.0,20.0,47.0,5.0,71,41
3097,71042,0.05311084679281708,1.0,55.0,44.0,3.0,71,42
3098,71043,0.6108276801151431,35.0,16.0,60.0,4.0,71,43
3099,71044,0.975094465588195,3.0,20.0,2.0,5.0,71,44
3100,71045,0.6881675255451357,29.0,44.0,2.0,4.0,71,45
3101,71046,0.21627245664654782,32.0,78.0,21.0,4.0,71,46
3102,71047,0.12362512992195518,62.0,15.0,51.0,5.0,71,47
3103,71048,0.6545932884860346,11.0,33.0,39.0,5.0,71,48
3104,71049,0.21764140551075617,23.0,56.0,54.0,2.0,71,49
3105,71050,0.7399089614912857,40.0,77.0,13.0,2.0,71,50
3106,71051,0.5809706440045559,51.0,31.0,49.0,2.0,71,51
3107,71052,0.49801241988132683,85.0,41.0,19.0,1.0,71,52
3108,71053,0.3393364425031934,62.0,31.0,13.0,1.0,71,53
3109,71054,0.2726919442061623,88.0,7.0,4.0,2.0,71,54
3110,71055,0.42576340854976746,43.0,69.0,34.0,5.0,71,55
3111,71056,0.15598642273332153,10.0,79.0,58.0,4.0,71,56
3112,71057,0.05387710467284901,63.0,61.0,16.0,5.0,71,57
3113,71058,0.24478597152923032,90.0,12.0,44.0,0.0,71,58
3114,71059,0.16075156497396847,73.0,11.0,16.0,0.0,71,59
3115,71060,0.6437104476948333,42.0,16.0,22.0,1.0,71,60
3116,71061,0.7580641041611651,45.0,54.0,37.0,3.0,71,61
3117,71062,0.04067340016772791,65.0,37.0,27.0,1.0,71,62
3118,71063,0.6997914490281447,44.0,77.0,15.0,5.0,71,63
3119,71064,0.2807647882899018,50.0,42.0,52.0,4.0,71,64
3120,71065,0.6843485389310835,82.0,15.0,17.0,4.0,71,65
3121,72001,0.6418204600627256,35.0,5.0,2.0,1.0,72,1
3122,72002,0.7527268239289225,17.0,3.0,57.0,1.0,72,2
3123,72003,0.879325781962002,2.0,11.0,39.0,2.0,72,3
3124,72004,0.6894011110218394,11.0,27.0,9.0,2.0,72,4
3125,72005,0.07758384079422054,68.0,79.0,50.0,1.0,72,5
3126,72006,0.9886618036055416,85.0,79.0,47.0,2.0,72,6
3127,72007,0.5346505867536917,12.0,20.0,6.0,0.0,72,7
3128,72008,0.6417487145958103,35.0,78.0,44.0,3.0,72,8
3129,72009,0.5212267503468954,62.0,9.0,11.0,5.0,72,9
3130,72010,0.05114528569789856,60.0,13.0,36.0,4.0,72,10
3131,72011,0.6086085678357083,62.0,43.0,41.0,1.0,72,11
3132,72012,0.008534638149416574,96.0,60.0,60.0,2.0,72,12
3133,72013,0.966385993941584,80.0,32.0,28.0,5.0,72,13
3134,72014,0.8708885082580095,64.0,52.0,58.0,4.0,72,14
3135,72015,0.4670441784617485,4.0,3.0,39.0,2.0,72,15
3136,72016,0.9227497138056324,41.0,66.0,52.0,1.0,72,16
3137,72017,0.5488597712351296,90.0,26.0,44.0,0.0,72,17
3138,72018,0.42137123272790833,85.0,7.0,25.0,3.0,72,18
3139,72019,0.17061592661331582,5.0,66.0,3.0,3.0,72,19
3140,72020,0.20623760384869894,68.0,57.0,51.0,5.0,72,20
3141,72021,0.7745475670377658,5.0,58.0,23.0,3.0,72,21
3142,72022,0.7507468896511049,42.0,58.0,54.0,3.0,72,22
3143,72023,0.0050460099078829534,91.0,34.0,49.0,4.0,72,23
3144,72024,0.6265521066568265,67.0,55.0,42.0,0.0,72,24
3145,72025,0.10609062286789772,20.0,71.0,26.0,5.0,72,25
3146,72026,0.7373024445670273,90.0,70.0,10.0,4.0,72,26
3147,72027,0.2971757370146657,56.0,61.0,17.0,2.0,72,27
3148,72028,0.7400095717021918,67.0,53.0,56.0,3.0,72,28
3149,72029,0.5935625492775397,99.0,74.0,32.0,4.0,72,29
3150,72030,0.3449216311919101,66.0,79.0,15.0,2.0,72,30
3151,72031,0.9531437908374333,66.0,35.0,34.0,3.0,72,31
3152,72032,0.5391677372447434,1.0,8.0,11.0,2.0,72,32
3153,72033,0.9838463542953798,60.0,52.0,52.0,0.0,72,33
3154,72034,0.44513911250677474,68.0,50.0,55.0,2.0,72,34
3155,72035,0.1254697246862182,77.0,28.0,36.0,3.0,72,35
3156,72036,0.5574100161981399,25.0,13.0,41.0,4.0,72,36
3157,72037,0.5913893296935037,62.0,38.0,38.0,2.0,72,37
3158,72038,0.9084267958017516,54.0,24.0,1.0,1.0,72,38
3159,72039,0.9431016220166099,31.0,72.0,26.0,2.0,72,39
3160,72040,0.13600020156928083,37.0,24.0,47.0,1.0,72,40
3161,72041,0.8878570871865792,28.0,15.0,48.0,3.0,72,41
3162,72042,0.14404475198433364,49.0,72.0,33.0,0.0,72,42
3163,72043,0.6377233783652335,75.0,68.0,59.0,1.0,72,43
3164,72044,0.37463458280567075,43.0,29.0,5.0,3.0,72,44
3165,72045,0.17930939942830515,61.0,64.0,60.0,4.0,72,45
3166,72046,0.9864287221528708,25.0,17.0,29.0,2.0,72,46
3167,72047,0.7150079099998184,47.0,6.0,42.0,5.0,72,47
3168,72048,0.2729529421832382,37.0,79.0,4.0,1.0,72,48
3169,72049,0.18557932458161908,20.0,65.0,26.0,2.0,72,49
3170,72050,0.33655591161473786,92.0,80.0,50.0,2.0,72,50
3171,72051,0.481543576826015,74.0,55.0,34.0,1.0,72,51
3172,72052,0.92943137722663,29.0,23.0,57.0,5.0,72,52
3173,72053,0.1820858620937893,70.0,52.0,25.0,2.0,72,53
3174,72054,0.2657488603338448,39.0,38.0,40.0,5.0,72,54
3175,72055,0.10829966042130323,90.0,67.0,36.0,1.0,72,55
3176,72056,0.9093672221027527,29.0,73.0,40.0,1.0,72,56
3177,72057,0.5907883174067721,83.0,62.0,35.0,3.0,72,57
3178,72058,0.42016493463782434,21.0,60.0,54.0,0.0,72,58
3179,72059,0.3543615273259293,58.0,13.0,43.0,0.0,72,59
3180,72060,0.9190475110590042,88.0,78.0,19.0,2.0,72,60
3181,72061,0.6083478204658699,5.0,50.0,32.0,4.0,72,61
3182,72062,0.7467989777868653,51.0,5.0,59.0,4.0,72,62
3183,72063,0.6837084455157921,98.0,53.0,21.0,5.0,72,63
3184,73001,0.41729759026747937,99.0,63.0,28.0,3.0,73,1
3185,73002,0.7753117561050411,4.0,60.0,53.0,3.0,73,2
3186,73003,0.08507353822378838,86.0,60.0,29.0,2.0,73,3
3187,73004,0.8211399262284058,19.0,23.0,41.0,3.0,73,4
3188,73005,0.6700935321439779,47.0,33.0,34.0,3.0,73,5
3189,73006,0.08648631134992735,3.0,5.0,23.0,0.0,73,6
3190,73007,0.8013784393450958,72.0,42.0,59.0,4.0,73,7
3191,73008,0.18746257286630497,42.0,39.0,59.0,2.0,73,8
3192,73009,0.8026634583283945,18.0,36.0,43.0,3.0,73,9
3193,73010,0.850149948550054,70.0,75.0,22.0,2.0,73,10
3194,73011,0.7423402195222594,61.0,58.0,46.0,3.0,73,11
3195,73012,0.9445070032757328,6.0,65.0,13.0,4.0,73,12
3196,73013,0.6191516365711555,53.0,65.0,4.0,0.0,73,13
3197,73014,0.6549736732670614,72.0,4.0,31.0,3.0,73,14
3198,73015,0.7228877681697294,98.0,53.0,0.0,5.0,73,15
3199,73016,0.3362192392871298,87.0,35.0,1.0,5.0,73,16
3200,73017,0.4262362765380656,89.0,61.0,49.0,5.0,73,17
3201,73018,0.5888151554032958,59.0,65.0,53.0,3.0,73,18
3202,73019,0.8974634243356764,27.0,21.0,2.0,1.0,73,19
3203,73020,0.5102497284937492,54.0,25.0,10.0,4.0,73,20
3204,73021,0.3246743775122263,62.0,38.0,40.0,4.0,73,21
3205,73022,0.38298215386084156,41.0,33.0,32.0,1.0,73,22
3206,73023,0.3084800748364587,24.0,17.0,47.0,1.0,73,23
3207,73024,0.8007150513189795,49.0,63.0,3.0,3.0,73,24
3208,73025,0.696941325366239,4.0,68.0,46.0,1.0,73,25
3209,73026,0.8516495312382858,55.0,46.0,35.0,1.0,73,26
3210,73027,0.4972454003323574,40.0,1.0,58.0,2.0,73,27
3211,73028,0.67186439740576,70.0,36.0,38.0,4.0,73,28
3212,73029,0.4233032659710678,71.0,5.0,3.0,2.0,73,29
3213,73030,0.4755096231690087,98.0,69.0,8.0,5.0,73,30
3214,73031,0.1462243959339834,84.0,30.0,25.0,4.0,73,31
3215,73032,0.8660388587652058,40.0,69.0,39.0,2.0,73,32
3216,73033,0.5979142615416777,90.0,4.0,10.0,2.0,73,33
3217,73034,0.6776328312774648,72.0,52.0,12.0,3.0,73,34
3218,73035,0.08141063384227831,37.0,79.0,30.0,3.0,73,35
3219,73036,0.8302913487982836,92.0,24.0,30.0,0.0,73,36
3220,73037,0.25278547871928037,53.0,69.0,37.0,1.0,73,37
3221,73038,0.9536553132886217,16.0,7.0,35.0,2.0,73,38
3222,73039,0.6269498532372522,74.0,45.0,21.0,0.0,73,39
3223,73040,0.2030915417092608,41.0,13.0,10.0,4.0,73,40
3224,73041,0.06930633343880566,74.0,49.0,36.0,4.0,73,41
3225,73042,0.03580670915660966,75.0,18.0,45.0,3.0,73,42
3226,73043,0.5804770829653826,76.0,58.0,43.0,1.0,73,43
3227,73044,0.7569831088034221,16.0,7.0,59.0,0.0,73,44
3228,73045,0.1139482715584006,21.0,4.0,50.0,2.0,73,45
3229,73046,0.13556591000925866,34.0,19.0,30.0,1.0,73,46
3230,73047,0.21653729682365963,15.0,36.0,33.0,4.0,73,47
3231,73048,0.6887415947703968,21.0,78.0,58.0,1.0,73,48
3232,73049,0.6780855678830809,97.0,79.0,20.0,2.0,73,49
3233,73050,0.014642203586494706,77.0,67.0,13.0,2.0,73,50
3234,73051,0.5989222827060301,99.0,55.0,39.0,2.0,73,51
3235,73052,0.5495290445021499,49.0,58.0,7.0,2.0,73,52
3236,73053,0.11068680169195833,11.0,22.0,18.0,1.0,73,53
3237,73054,0.3159979251710535,69.0,28.0,38.0,2.0,73,54
3238,73055,0.602751874119246,21.0,14.0,43.0,4.0,73,55
3239,73056,0.8002830353134942,93.0,3.0,6.0,5.0,73,56
3240,73057,0.7888575304256442,72.0,8.0,2.0,1.0,73,57
3241,73058,0.8524749655836392,19.0,14.0,14.0,3.0,73,58
3242,73059,0.8616342480254667,70.0,66.0,11.0,5.0,73,59
3243,73060,0.7537275385637625,42.0,58.0,6.0,0.0,73,60
3244,73061,0.5233062041324935,85.0,38.0,55.0,4.0,73,61
3245,73062,0.46208912658575996,16.0,45.0,21.0,4.0,73,62
3246,73063,0.7731337703685899,45.0,20.0,21.0,2.0,73,63
3247,73064,0.5421679456509693,13.0,38.0,6.0,3.0,73,64
3248,73065,0.33377130192201343,5.0,58.0,34.0,3.0,73,65
3249,73066,0.11447945794049952,82.0,46.0,31.0,1.0,73,66
3250,73067,0.2797874002305182,74.0,53.0,8.0,4.0,73,67
3251,73068,0.30131584260672983,34.0,49.0,0.0,3.0,73,68
3252,73069,0.5145270745460298,66.0,16.0,3.0,1.0,73,69
3253,73070,0.8071712597994375,47.0,70.0,16.0,3.0,73,70
3254,74001,0.8219235214140167,92.0,7.0,47.0,1.0,74,1
3255,74002,0.9768160950621702,28.0,53.0,29.0,0.0,74,2
3256,74003,0.5511826250117006,18.0,31.0,13.0,2.0,74,3
3257,74004,0.4853756232301367,0.0,67.0,24.0,4.0,74,4
3258,74005,0.7385107561519614,19.0,31.0,56.0,3.0,74,5
3259,74006,0.7787290527492821,73.0,6.0,9.0,0.0,74,6
3260,74007,0.6195862458664387,90.0,3.0,47.0,5.0,74,7
3261,74008,0.34188472872418174,42.0,59.0,59.0,4.0,74,8
3262,74009,0.34831947145350883,20.0,31.0,23.0,2.0,74,9
3263,74010,0.6173471312373477,96.0,3.0,21.0,3.0,74,10
3264,74011,0.8433638191952125,4.0,17.0,7.0,3.0,74,11
3265,74012,0.3110988802335417,67.0,68.0,21.0,0.0,74,12
3266,74013,0.6610243357507507,46.0,18.0,45.0,5.0,74,13
3267,74014,0.016581929318106314,14.0,1.0,7.0,4.0,74,14
3268,74015,0.34226137374776033,26.0,4.0,12.0,3.0,74,15
3269,74016,0.5690586739582345,25.0,41.0,35.0,1.0,74,16
3270,74017,0.9195246263579561,8.0,33.0,58.0,4.0,74,17
3271,74018,0.2735993542466655,42.0,35.0,40.0,5.0,74,18
3272,74019,0.662242049875741,55.0,1.0,30.0,4.0,74,19
3273,74020,0.1254921451654294,45.0,21.0,13.0,5.0,74,20
3274,74021,0.6177016615557563,89.0,56.0,18.0,4.0,74,21
3275,74022,0.10028354411412832,93.0,40.0,48.0,2.0,74,22
3276,74023,0.6514351940003473,92.0,12.0,6.0,3.0,74,23
3277,74024,0.16130897707053937,25.0,80.0,35.0,4.0,74,24
3278,74025,0.41230771387171306,57.0,38.0,19.0,2.0,74,25
3279,74026,0.9524997269535901,83.0,63.0,28.0,0.0,74,26
3280,74027,0.41039270628169555,30.0,11.0,35.0,2.0,74,27
3281,74028,0.5087078021197516,45.0,38.0,10.0,4.0,74,28
3282,74029,0.15732655279580965,45.0,2.0,58.0,4.0,74,29
3283,74030,0.9186502611293249,27.0,76.0,52.0,0.0,74,30
3284,74031,0.6025694748747049,76.0,72.0,6.0,0.0,74,31
3285,74032,0.5898897550537,25.0,64.0,52.0,4.0,74,32
3286,74033,0.16171620942830334,87.0,16.0,36.0,3.0,74,33
3287,74034,0.2355188702839408,32.0,54.0,3.0,5.0,74,34
3288,74035,0.02702566027807618,51.0,28.0,33.0,0.0,74,35
3289,74036,0.9722734383644978,15.0,73.0,58.0,1.0,74,36
3290,74037,0.7373957403946452,53.0,51.0,40.0,3.0,74,37
3291,74038,0.008534351999104017,51.0,18.0,58.0,2.0,74,38
3292,74039,0.37405722898067195,48.0,31.0,42.0,2.0,74,39
3293,74040,0.6970521740719793,13.0,9.0,52.0,1.0,74,40
3294,74041,0.8062429107972052,46.0,56.0,55.0,5.0,74,41
3295,74042,0.5148575212021899,65.0,18.0,15.0,3.0,74,42
3296,74043,0.7441481782407335,3.0,28.0,27.0,2.0,74,43
3297,74044,0.18964025055459377,20.0,22.0,27.0,3.0,74,44
3298,74045,0.8133963665483085,57.0,28.0,6.0,0.0,74,45
3299,74046,0.26428091409627086,59.0,67.0,25.0,5.0,74,46
3300,74047,0.5831700501276001,32.0,31.0,53.0,1.0,74,47
3301,74048,0.6431542810857924,13.0,51.0,21.0,2.0,74,48
3302,74049,0.32300855349936053,88.0,70.0,56.0,4.0,74,49
3303,74050,0.9971956445352376,87.0,12.0,48.0,1.0,74,50
3304,74051,0.2077480374471532,20.0,21.0,57.0,4.0,74,51
3305,74052,0.18955010911804182,18.0,63.0,26.0,3.0,74,52
3306,74053,0.9802329866973339,54.0,75.0,25.0,4.0,74,53
3307,74054,0.7962851819731263,23.0,35.0,24.0,4.0,74,54
3308,74055,0.39126632094179414,87.0,79.0,36.0,2.0,74,55
3309,74056,0.7256431731185214,34.0,66.0,31.0,3.0,74,56
3310,74057,0.7991056108263439,12.0,27.0,49.0,3.0,74,57
3311,74058,0.6266867280497808,71.0,77.0,50.0,5.0,74,58
3312,74059,0.9628335448270993,31.0,18.0,41.0,0.0,74,59
3313,74060,0.6384512587608595,54.0,73.0,58.0,2.0,74,60
3314,74061,0.9889637019553058,92.0,32.0,42.0,2.0,74,61
3315,74062,0.6127984825748203,44.0,71.0,29.0,2.0,74,62
3316,74063,0.20052697718441026,11.0,36.0,35.0,5.0,74,63
3317,74064,0.038769464651490115,19.0,50.0,12.0,3.0,74,64
3318,74065,0.105079989258965,6.0,64.0,49.0,2.0,74,65
3319,75001,0.9215496721428733,91.0,34.0,54.0,4.0,75,1
3320,75002,0.20031180613210064,80.0,17.0,49.0,0.0,75,2
3321,75003,0.6196786751098833,99.0,31.0,11.0,3.0,75,3
3322,75004,0.7497635653074265,54.0,2.0,55.0,2.0,75,4
3323,75005,0.9832220689521931,34.0,63.0,27.0,2.0,75,5
3324,75006,0.5216226384650856,46.0,26.0,24.0,2.0,75,6
3325,75007,0.4468281985004211,30.0,42.0,14.0,4.0,75,7
3326,75008,0.025367817684486593,72.0,67.0,38.0,0.0,75,8
3327,75009,0.162014588071689,8.0,9.0,18.0,5.0,75,9
3328,75010,0.33785492817112295,23.0,54.0,16.0,3.0,75,10
3329,75011,0.2534905899172739,34.0,36.0,26.0,2.0,75,11
3330,75012,0.8204534608354103,44.0,37.0,32.0,1.0,75,12
3331,75013,0.028331377704454264,84.0,42.0,34.0,5.0,75,13
3332,75014,0.34728170937326064,43.0,65.0,29.0,3.0,75,14
3333,75015,0.5268904736283281,83.0,0.0,54.0,0.0,75,15
3334,75016,0.5471519243268123,68.0,61.0,51.0,3.0,75,16
3335,75017,0.8687087053257778,11.0,65.0,32.0,2.0,75,17
3336,75018,0.2056635951943927,13.0,54.0,9.0,4.0,75,18
3337,75019,0.6797904123601839,54.0,23.0,25.0,3.0,75,19
3338,75020,0.558948790645644,62.0,44.0,13.0,4.0,75,20
3339,75021,0.576624008286443,30.0,56.0,45.0,0.0,75,21
3340,75022,0.8915007434430351,24.0,60.0,5.0,4.0,75,22
3341,75023,0.817970148281331,17.0,56.0,45.0,5.0,75,23
3342,75024,0.6484036261394807,24.0,13.0,42.0,1.0,75,24
3343,75025,0.10564718362510528,88.0,55.0,17.0,2.0,75,25
3344,75026,0.6604824263868954,82.0,8.0,45.0,2.0,75,26
3345,75027,0.25981010774123114,75.0,46.0,53.0,5.0,75,27
3346,75028,0.6959085137732606,7.0,54.0,41.0,4.0,75,28
3347,75029,0.9421621882221508,30.0,6.0,50.0,0.0,75,29
3348,75030,0.5166826321078939,52.0,52.0,55.0,0.0,75,30
3349,75031,0.36418615507184315,39.0,42.0,50.0,2.0,75,31
3350,75032,0.8921442357230128,1.0,58.0,19.0,3.0,75,32
3351,75033,0.713744530019123,62.0,78.0,19.0,2.0,75,33
3352,75034,0.49525563548712037,90.0,73.0,49.0,2.0,75,34
3353,75035,0.008287731911636231,83.0,46.0,41.0,2.0,75,35
3354,75036,0.8722875830954813,57.0,13.0,1.0,4.0,75,36
3355,75037,0.5059751342420116,8.0,62.0,10.0,1.0,75,37
3356,75038,0.14916074647015076,77.0,26.0,46.0,1.0,75,38
3357,75039,0.08553367209778318,57.0,36.0,23.0,5.0,75,39
3358,75040,0.25401016653437847,8.0,71.0,9.0,2.0,75,40
3359,75041,0.49935638309544317,87.0,77.0,17.0,3.0,75,41
3360,75042,0.9084596644097663,84.0,48.0,1.0,0.0,75,42
3361,75043,0.8745947508394843,13.0,54.0,38.0,4.0,75,43
3362,75044,0.9640433021062176,17.0,51.0,36.0,3.0,75,44
3363,75045,0.7996305936911298,25.0,26.0,27.0,4.0,75,45
3364,75046,0.5407195462325646,97.0,12.0,50.0,5.0,75,46
3365,75047,0.5329842526312761,24.0,78.0,48.0,5.0,75,47
3366,75048,0.19627779104025078,79.0,59.0,29.0,4.0,75,48
3367,75049,0.4438051876702255,52.0,36.0,6.0,4.0,75,49
3368,75050,0.2194136930039845,62.0,54.0,16.0,4.0,75,50
3369,75051,0.7168192166426759,95.0,20.0,35.0,5.0,75,51
3370,75052,0.3754820340111793,5.0,77.0,38.0,4.0,75,52
3371,75053,0.8922391644132162,3.0,24.0,7.0,3.0,75,53
3372,75054,0.8356094108332172,3.0,43.0,4.0,4.0,75,54
3373,75055,0.5089396531541104,75.0,39.0,29.0,1.0,75,55
3374,75056,0.932678775618594,34.0,5.0,8.0,3.0,75,56
3375,75057,0.5795434346215951,29.0,1.0,11.0,1.0,75,57
3376,75058,0.11349287805781316,49.0,61.0,52.0,4.0,75,58
3377,75059,0.5150140181898862,98.0,48.0,17.0,1.0,75,59
3378,75060,0.24279375289167804,20.0,73.0,30.0,0.0,75,60
3379,75061,0.322392861812413,96.0,56.0,21.0,0.0,75,61
3380,75062,0.3327471511904,31.0,70.0,54.0,4.0,75,62
3381,75063,0.6260097445320728,15.0,71.0,11.0,4.0,75,63
3382,75064,0.41850197057176197,70.0,47.0,36.0,3.0,75,64
3383,75065,0.5536014635856726,96.0,14.0,23.0,3.0,75,65
3384,75066,0.5021811963546032,20.0,80.0,11.0,5.0,75,66
3385,75067,0.5905974716934825,47.0,62.0,31.0,2.0,75,67
3386,76001,0.2132454884983207,91.0,36.0,49.0,0.0,76,1
3387,76002,0.4488704288770704,80.0,29.0,50.0,1.0,76,2
3388,76003,0.9532264458503025,84.0,10.0,24.0,3.0,76,3
3389,76004,0.22094063160027955,55.0,34.0,5.0,5.0,76,4
3390,76005,0.5880262899658087,69.0,32.0,8.0,2.0,76,5
3391,76006,0.4134287138849567,80.0,12.0,59.0,2.0,76,6
3392,76007,0.003844261288444506,72.0,38.0,13.0,2.0,76,7
3393,76008,0.4822727388879794,91.0,53.0,19.0,2.0,76,8
3394,76009,0.5267698171123977,97.0,40.0,7.0,0.0,76,9
3395,76010,0.8067151600043582,20.0,70.0,16.0,0.0,76,10
3396,76011,0.6267352803222556,66.0,38.0,21.0,2.0,76,11
3397,76012,0.7592202876463151,19.0,59.0,47.0,4.0,76,12
3398,76013,0.36158678699337987,91.0,35.0,45.0,0.0,76,13
3399,76014,0.9641968302648894,16.0,30.0,19.0,2.0,76,14
3400,76015,0.7175981992698306,41.0,77.0,48.0,1.0,76,15
